"role","gender","1","10","11","12","13","14","15","16","17","2","3","4","5","6","7","8","9"
"Chief","hombre",0,0.963109354413702,0.945652173913043,0.957371225577265,0.926778242677824,0.939698492462312,0.925795053003534,0.902439024390244,0.923076923076923,0,0,1,0.98989898989899,0.951557093425606,0.968879668049793,0.976618705035971,0.962235649546828
"Chief","mujer",0,0.923566878980892,0.93574297188755,0.932203389830508,0.895652173913044,0.885416666666667,0.910958904109589,0.952380952380952,0.956896551724138,0,0,0.909090909090909,0.934426229508197,0.925619834710744,0.949044585987261,0.951219512195122,0.951724137931034
"Non-chief","hombre",0,0.89375,0.821138211382114,0.827272727272727,0.78125,0.728813559322034,0.692307692307692,0.742857142857143,0.782051282051282,0,0.391472868217054,0.539872971065632,0.722689075630252,0.82360248447205,0.892116182572614,0.898809523809524,0.869918699186992
"Non-chief","mujer",0,0.737683089214381,0.724876441515651,0.734117647058824,0.736708860759494,0.739583333333333,0.744791666666667,0.677215189873418,0.602739726027397,0,0.362637362637363,0.429739776951673,0.622730860299921,0.732209737827715,0.735949098621421,0.732779097387173,0.756756756756757
