"B","C","D"
0.116923076923077,0.116430903155604,0.126652564780539
0.190769230769231,0.184983677910773,0.16525647805394
0.193846153846154,0.238302502720348,0.20888418826018
0.276923076923077,0.219804134929271,0.224748810153358
0.116923076923077,0.134929270946681,0.13802221047065
0.0738461538461539,0.0522306855277476,0.070597567424643
0.0307692307692308,0.0533188248095756,0.0658381808566896
