"B","C","D"
0.20679012345679,0.227571115973742,0.216710875331565
0.41358024691358,0.387308533916849,0.371883289124668
0.172839506172839,0.190371991247265,0.216180371352785
0.0987654320987654,0.0886214442013129,0.0941644562334217
0.108024691358025,0.106126914660832,0.10106100795756
